♦K,♥J,♠3,♠K,♣J | Two Pairs
♠8,♣4,♥8,♥4,♠10 | Two Pairs
♠8,♣4,♠2,♥4,♠10 | Pair
♠8,♠9,♦A,♥3,♥8 | Pair
♠8,♠9,♦A,♥8,♠2 | Pair
♠8,♠9,♦A,♥8,♥4 | Pair
♠8,♠9,♦A,♥8,♠10 | Pair
♠8,♠9,♥3,♥8,♠2 | Pair
♠8,♠9,♥3,♥8,♥4 | Pair
♠8,♠9,♥3,♥8,♠10 | Pair
♠8,♠9,♥8,♠2,♥4 | Pair
♠8,♠9,♥8,♠2,♠10 | Pair
♠8,♠9,♥8,♥4,♠10 | Pair
♠8,♦A,♥3,♥8,♠2 | Pair
♠8,♦A,♥3,♥8,♥4 | Pair
♠8,♦A,♥3,♥8,♠10 | Pair
♠8,♦A,♥8,♠2,♥4 | Pair
♠8,♦A,♥8,♠2,♠10 | Pair
♠8,♦A,♥8,♥4,♠10 | Pair
♠8,♥3,♥8,♠2,♥4 | Pair
♠8,♥3,♥8,♠2,♠10 | Pair
♠8,♥3,♥8,♥4,♠10 | Pair
♠8,♥8,♠2,♥4,♠10 | Pair
♣4,♠9,♦A,♥3,♥4 | Pair
♣4,♠9,♦A,♥8,♥4 | Pair
♣4,♠9,♦A,♠2,♥4 | Pair
♣4,♠9,♦A,♥4,♠10 | Pair
♣4,♠9,♥3,♥8,♥4 | Pair
♣4,♠9,♥3,♠2,♥4 | Pair
♣4,♠9,♥3,♥4,♠10 | Pair
♣4,♠9,♥8,♠2,♥4 | Pair
♣4,♠9,♥8,♥4,♠10 | Pair
♣4,♠9,♠2,♥4,♠10 | Pair
♣4,♦A,♥3,♥8,♥4 | Pair
♣4,♦A,♥3,♠2,♥4 | Pair
♣4,♦A,♥3,♥4,♠10 | Pair
♣4,♦A,♥8,♠2,♥4 | Pair
♣4,♦A,♥8,♥4,♠10 | Pair
♣4,♦A,♠2,♥4,♠10 | Pair
♣4,♥3,♥8,♠2,♥4 | Pair
♣4,♥3,♥8,♥4,♠10 | Pair
♣4,♥3,♠2,♥4,♠10 | Pair
♣4,♥8,♠2,♥4,♠10 | Pair
