♠A,♣2,♥8,♣Q,♥2 | Pair
♥6,♥10,♣4,♥4,♠4 | Three Of A Kind
♥6,♥10,♣4,♠Q,♠4 | Pair
♥6,♥10,♥2,♥K,♥4 | Flush
♥6,♥10,♥2,♥4,♠4 | Pair
♥6,♥10,♥K,♥4,♠4 | Pair
♥6,♥10,♠8,♥4,♠4 | Pair
♥6,♥10,♥4,♠Q,♠4 | Pair
♥6,♣4,♥2,♥K,♥4 | Pair
♥6,♣4,♥2,♥K,♠4 | Pair
♥6,♣4,♥2,♠8,♥4 | Pair
♥6,♣4,♥2,♠8,♠4 | Pair
♥6,♣4,♥2,♥4,♠Q | Pair
♥6,♣4,♥2,♥4,♠4 | Three Of A Kind
♥6,♣4,♥2,♠Q,♠4 | Pair
♥6,♣4,♥K,♠8,♥4 | Pair
♥6,♣4,♥K,♠8,♠4 | Pair
♥6,♣4,♥K,♥4,♠Q | Pair
♥6,♣4,♥K,♥4,♠4 | Three Of A Kind
♥6,♣4,♥K,♠Q,♠4 | Pair
♥6,♣4,♠8,♥4,♠Q | Pair
♥6,♣4,♠8,♥4,♠4 | Three Of A Kind
♥6,♣4,♠8,♠Q,♠4 | Pair
♥6,♣4,♥4,♠Q,♠4 | Three Of A Kind
♥6,♥2,♥K,♥4,♠4 | Pair
♥6,♥2,♠8,♥4,♠4 | Pair
♥6,♥2,♥4,♠Q,♠4 | Pair
♥6,♥K,♠8,♥4,♠4 | Pair
♥6,♥K,♥4,♠Q,♠4 | Pair
♥6,♠8,♥4,♠Q,♠4 | Pair
♥10,♣4,♥2,♥K,♥4 | Pair
♥10,♣4,♥2,♥K,♠4 | Pair
♥10,♣4,♥2,♠8,♥4 | Pair
♥10,♣4,♥2,♠8,♠4 | Pair
♥10,♣4,♥2,♥4,♠Q | Pair
♥10,♣4,♥2,♥4,♠4 | Three Of A Kind
♥10,♣4,♥2,♠Q,♠4 | Pair
♥10,♣4,♥K,♠8,♥4 | Pair
♥10,♣4,♥K,♠8,♠4 | Pair
♥10,♣4,♥K,♥4,♠Q | Pair
♥10,♣4,♥K,♥4,♠4 | Three Of A Kind
♥10,♣4,♥K,♠Q,♠4 | Pair
♥10,♣4,♠8,♥4,♠Q | Pair
♥10,♣4,♠8,♥4,♠4 | Three Of A Kind
♥10,♣4,♠8,♠Q,♠4 | Pair
♥10,♣4,♥4,♠Q,♠4 | Three Of A Kind
♥10,♥2,♥K,♥4,♠4 | Pair
♥10,♥2,♠8,♥4,♠4 | Pair
♥10,♥2,♥4,♠Q,♠4 | Pair
♥10,♥K,♠8,♥4,♠4 | Pair
♥10,♥K,♥4,♠Q,♠4 | Pair
♥10,♠8,♥4,♠Q,♠4 | Pair
♣4,♥2,♥K,♠8,♥4 | Pair
♣4,♥2,♥K,♠8,♠4 | Pair
♣4,♥2,♥K,♥4,♠Q | Pair
♣4,♥2,♥K,♥4,♠4 | Three Of A Kind
♣4,♥2,♥K,♠Q,♠4 | Pair
♣4,♥2,♠8,♥4,♠Q | Pair
♣4,♥2,♠8,♥4,♠4 | Three Of A Kind
♣4,♥2,♠8,♠Q,♠4 | Pair
♣4,♥2,♥4,♠Q,♠4 | Three Of A Kind
♣4,♥K,♠8,♥4,♠Q | Pair
♣4,♥K,♠8,♥4,♠4 | Three Of A Kind
♣4,♥K,♠8,♠Q,♠4 | Pair
♣4,♥K,♥4,♠Q,♠4 | Three Of A Kind
♣4,♠8,♥4,♠Q,♠4 | Three Of A Kind
♥2,♥K,♠8,♥4,♠4 | Pair
♥2,♥K,♥4,♠Q,♠4 | Pair
♥2,♠8,♥4,♠Q,♠4 | Pair
♥K,♠8,♥4,♠Q,♠4 | Pair
